pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Civitas (R),2014/06/18,2014/06/22,6000,RV,46,48,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/06/12,2014/06/15,10760,RV,38,42,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Magellan Strategies (R),2014/06/05,2014/06/08,7000,LV,46,47,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Civitas (R),2014/05/20,2014/05/22,6000,RV,48,43,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/05/09,2014/05/11,8770,RV,41,41,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Rasmussen Reports,2014/05/07,2014/05/08,7500,LV,45,44,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Magellan Strategies (R),2014/04/14,2014/04/15,8040,LV,43,43,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
NY Times/Kaiser,2014/04/08,2014/04/15,9000,RV,40,42,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/04/03,2014/04/06,7400,RV,41,43,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
SurveyUSA,2014/03/27,2014/03/31,14890,LV,46,45,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/03/06,2014/03/09,8840,RV,43,45,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
CEA/Hickman Analytics (D),2014/02/17,2014/02/20,4000,LV,41,45,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
American Insights (R),2014/02/11,2014/02/15,6110,RV,35,38,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/02/06,2014/02/09,7080,RV,42,40,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Rasmussen Reports,2014/01/22,2014/01/23,5000,LV,47,40,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2014/01/09,2014/01/12,13840,RV,43,42,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/12/05,2013/12/08,12810,RV,42,44,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/11/08,2013/11/11,7010,RV,42,44,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/09/06,2013/09/09,6000,RV,36,51,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/08/08,2013/08/11,6000,RV,39,47,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/07/12,2013/07/14,6000,RV,38,49,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/06/12,2013/06/14,5000,RV,40,45,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/05/17,2013/05/20,5000,RV,41,48,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/04/11,2013/04/14,6010,RV,39,49,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/03/07,2013/03/10,6110,RV,36,50,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/02/07,2013/02/10,6000,RV,38,46,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2013/01/10,2013/01/13,6080,RV,37,47,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
PPP (D),2012/12/06,2012/12/09,5780,RV,38,48,,2014,north-carolina,,47.2561993166353,48.8206454197726,3.92315526359209,1
Sooner Poll/News 9/News on 6*,2014/10/25,2014/10/29,9490,LV,63,28,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/10/16,2014/10/23,9950,LV,63,27,,2014,oklahoma,1,,,,
Rasmussen Reports,2014/07/15,2014/07/16,7500,LV,58,27,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/09/20,2014/10/01,12440,LV,67,25,,2014,oklahoma,1,,,,
Sooner Poll/News 9/News on 6*,2014/09/27,2014/09/29,4000,LV,56,32,,2014,oklahoma,1,,,,
Sooner Poll/News 9/News on 6*,2014/08/28,2014/08/30,6030,LV,59,27,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/08/18,2014/09/02,8210,LV,60,28,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,56,32,,2014,oklahoma,1,,,,
Sooner Poll/News 9/News on 6*,2014/10/25,2014/10/29,9490,LV,59,28,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/10/16,2014/10/23,9950,LV,63,29,,2014,oklahoma,1,,,,
Rasmussen Reports,2014/08/27,2014/08/28,7500,LV,58,29,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/09/20,2014/10/01,12440,LV,65,24,,2014,oklahoma,1,,,,
Sooner Poll/News 9/News on 6*,2014/09/27,2014/09/29,4000,LV,56,28,,2014,oklahoma,1,,,,
Sooner Poll/News 9/News on 6*,2014/08/28,2014/08/30,6030,LV,58,28,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/08/18,2014/09/02,8210,LV,61,28,,2014,oklahoma,1,,,,
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,57,34,,2014,oklahoma,1,,,,
The Oregonian/Elway,2014/10/26,2014/10/27,4030,LV,30,49,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
SurveyUSA,2014/10/23,2014/10/27,5520,LV,32,53,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,14210,LV,39,51,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
SurveyUSA,2014/10/16,2014/10/19,5610,LV,32,53,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
CBS News/NYT/YouGov,2014/09/20,2014/10/01,15080,LV,39,52,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
SurveyUSA,2014/09/22,2014/09/24,5680,LV,32,52,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
The Polling Company (R)*,2014/09/09,2014/09/11,6000,LV,34,42,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
Rasmussen Reports,2014/09/02,2014/09/03,7500,LV,35,48,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
CBS News/NYT/YouGov,2014/08/18,2014/09/02,15410,LV,39,51,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
SurveyUSA,2014/08/01,2014/08/05,5640,LV,33,52,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,41,55,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
SurveyUSA,2014/06/05,2014/06/09,5600,LV,32,50,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
PPP (D),2014/05/22,2014/05/27,9560,RV,36,50,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
Rasmussen Reports,2014/05/21,2014/05/22,7500,LV,37,47,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
Vox Populi/Daily Caller (R),2014/04/28,2014/04/30,6180,RV,45,41,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
Harper (R),2014/04/01,2014/04/02,6700,LV,34,46,,2014,oregon,,55.7284461466676,36.8664726351208,7.4050812182116,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,8660,LV,20,65,,2014,rhode-island,,70.5826480444812,29.247265681702,0.17008627381681,0
Rasmussen Reports,2014/09/23,2014/09/25,7500,LV,26,61,,2014,rhode-island,,70.5826480444812,29.247265681702,0.17008627381681,0
CBS News/NYT/YouGov,2014/09/20,2014/10/01,7240,LV,22,64,,2014,rhode-island,,70.5826480444812,29.247265681702,0.17008627381681,0
CBS News/NYT/YouGov,2014/08/18,2014/09/02,7640,LV,32,52,,2014,rhode-island,,70.5826480444812,29.247265681702,0.17008627381681,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,15660,LV,43,28,8,2014,south-carolina,1,,,,
Palmetto Politics Poll/VSS*,2014/10/14,2014/10/19,9170,LV,49,29,10,2014,south-carolina,1,,,,
Winthrop*,2014/09/21,2014/09/28,10820,LV,46,28,8,2014,south-carolina,1,,,,
CBS News/NYT/YouGov,2014/09/20,2014/10/01,26630,LV,44,27,8,2014,south-carolina,1,,,,
CBS News/NYT/YouGov,2014/08/18,2014/09/02,8330,LV,42,29,8,2014,south-carolina,1,,,,
Palmetto Politics Poll/VSS*,2014/07/16,2014/07/20,6500,LV,45,33,10,2014,south-carolina,1,,,,
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,51,38,,2014,south-carolina,1,,,,
Rasmussen Reports,2014/07/09,2014/07/10,7500,LV,49,30,,2014,south-carolina,1,,,,
Rasmussen Reports,2014/10/22,2014/10/26,9080,LV,45,31,21,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
SurveyUSA*,2014/10/21,2014/10/26,6110,LV,43,32,19,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
Argus Leader/Mason-Dixon*,2014/10/20,2014/10/23,8000,LV,42,33,13,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
NBC News/Marist*,2014/10/19,2014/10/23,7300,LV,43,29,16,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,5270,LV,38,25,17,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
Harper (R)*,2014/10/09,2014/10/11,6300,LV,37,33,23,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
SurveyUSA*,2014/10/01,2014/10/05,6160,LV,35,28,32,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,3820,LV,42,27,12,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
Nielson Brothers*,2014/09/21,2014/09/25,6470,LV,39,26,24,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
SurveyUSA*,2014/09/03,2014/09/07,5100,LV,39,28,25,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,5260,LV,43,29,6,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
Nielson Brothers*,2014/07/23,2014/07/28,5780,LV,43,30,14,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
Rasmussen Reports,2014/06/04,2014/06/05,7500,LV,44,29,18,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
SurveyUSA*,2014/05/06,2014/05/10,5040,LV,44,30,17,2014,south-dakota,,29.5105435700686,50.3704207406983,20.1190356892331,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,9740,LV,55,33,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
Rasmussen Reports,2014/08/11,2014/08/12,7500,LV,47,32,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,10070,LV,53,32,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,10560,LV,47,32,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48,33,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
Rasmussen Reports,2014/04/29,2014/04/30,7500,LV,51,25,,2014,tennessee,,31.8651592173587,61.8665783641967,6.26826241844454,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,39870,LV,57,35,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
UT/Texas Tribune*,2014/10/10,2014/10/19,8660,LV,57,31,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
Rasmussen Reports,2014/10/01,2014/10/02,8400,LV,50,29,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
Texas Lyceum*,2014/09/11,2014/09/25,6660,LV,48,30,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,41770,LV,55,35,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,41890,LV,55,34,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
Rasmussen Reports,2014/08/04,2014/08/05,8500,LV,47,29,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,55,38,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
UT/Texas Tribune*,2014/05/30,2014/06/08,12000,RV,36,25,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
PPP (D),2014/04/10,2014/04/13,5590,RV,49,32,,2014,texas,,34.3645433505767,61.5600390503485,4.07541759907477,1
Christopher Newport Univ.*,2014/10/23,2014/10/29,6340,LV,44,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Roanoke College*,2014/10/20,2014/10/25,7380,LV,35,47,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,16050,LV,39,49,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Univ. of Mary Washington*,2014/10/01,2014/10/06,4440,LV,37,47,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Christopher Newport Univ.*,2014/09/29,2014/10/05,6900,LV,39,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,16560,LV,39,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
PPP (D),2014/09/22,2014/09/23,6250,LV,37,49,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Quinnipiac,2014/09/17,2014/09/22,10100,LV,41,50,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Roanoke College*,2014/09/13,2014/09/19,6300,LV,29,49,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Christopher Newport Univ.*,2014/09/02,2014/09/07,7130,LV,31,53,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
CBS News/NYT/YouGov,2014/08/18,2014/09/02,16350,LV,39,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Hampton* University,2014/07/27,2014/07/30,8040,LV,32,55,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,43,53,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Roanoke College*,2014/07/14,2014/07/19,5660,RV,22,47,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Rasmussen Reports,2014/06/11,2014/06/12,7500,LV,36,53,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Quinnipiac*,2014/03/19,2014/03/24,12880,RV,31,46,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Roanoke College,2014/02/22,2014/02/28,7070,RV,29,56,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Rasmussen Reports,2014/01/20,2014/01/21,10000,LV,37,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Christopher Newport Univ.,2014/01/15,2014/01/22,10230,RV,30,50,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
Roanoke College,2014/01/13,2014/01/17,5530,RV,21,50,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
WFB/The Polling Company (R),2013/11/19,2013/11/20,6000,RV,33,51,,2014,virginia,,49.1499322719942,48.3384321985211,2.51163552948469,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,8770,LV,56,34,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
Rasmussen Reports,2014/09/30,2014/10/01,7500,LV,50,39,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
The West Virginia Poll,2014/08/15,2014/08/23,4010,LV,54,37,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,10660,LV,56,33,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,12840,LV,55,32,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
Rasmussen Reports,2014/08/19,2014/08/20,7500,LV,50,33,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,51,43,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
The West Virginia Poll,2014/05/19,2014/05/22,4000,LV,49,38,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
Rasmussen Reports,2014/05/14,2014/05/15,7500,LV,48,39,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
Rasmussen Reports,2014/02/19,2014/02/20,5000,LV,49,35,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
PPP (D),2013/09/19,2013/09/22,11100,RV,50,36,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
The West Virginia Poll,2013/08/15,2013/08/22,4000,A,45,40,,2014,west-virginia,,34.4641373275526,62.1174416836203,3.41842098882715,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,2580,LV,67,27,,2014,wyoming,,17.1641747442347,71.0206657201451,11.8151595356202,1
Rasmussen Reports,2014/08/20,2014/08/21,7000,LV,63,27,,2014,wyoming,,17.1641747442347,71.0206657201451,11.8151595356202,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2640,LV,75,17,,2014,wyoming,,17.1641747442347,71.0206657201451,11.8151595356202,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,3500,LV,66,21,,2014,wyoming,,17.1641747442347,71.0206657201451,11.8151595356202,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,68,23,,2014,wyoming,,17.1641747442347,71.0206657201451,11.8151595356202,1
NBC/WSJ/Marist,2016/10/30,2016/11/01,719,LV,55,39,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
CNN/ORC,2016/10/27,2016/11/01,769,LV,54,41,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Emerson,2016/10/28,2016/10/31,700,LV,46,40,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
CBS News/YouGov,2016/10/26,2016/10/28,994,LV,43,38,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Monmouth*,2016/10/21,2016/10/24,401,LV,50,40,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Emerson,2016/10/02,2016/10/04,600,LV,52,36,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
NBC/WSJ/Marist,2016/09/06,2016/09/08,649,LV,57,38,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
CNN/ORC,2016/08/18,2016/08/23,809,LV,52,39,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Behavior Research Center,2016/06/06,2016/06/19,448,RV,40,31,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
PPP (D)*,2016/06/22,2016/06/23,691,RV,42,40,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
PPP (D),2016/05/13,2016/05/15,896,RV,42,36,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Behavior Research Center,2016/04/04,2016/04/11,564,RV,42,42,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Merrill Poll,2016/03/07,2016/03/11,701,LV,41,40,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Behavior Research Center,2016/01/17,2016/01/17,590,RV,38,37,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
Gravis Marketing,2015/08/13,2015/08/16,1433,RV,48,35,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
PPP (D),2015/05/01,2015/05/03,600,RV,42,36,,2016,arizona,,40.7489143448728,53.7299909512275,5.52109470389967,1
KABC/SurveyUSA,2016/10/28,2016/10/31,747,LV,,27,,2016,california,,100,0,0,0
Field,2016/10/25,2016/10/31,1498,LV,,23,,2016,california,,100,0,0,0
LA Times/USC,2016/10/22,2016/10/30,697,LV,,31,,2016,california,,100,0,0,0
PPIC,2016/10/14,2016/10/23,1024,LV,,20,,2016,california,,100,0,0,0
KABC/SurveyUSA,2016/10/13,2016/10/15,725,LV,,24,,2016,california,,100,0,0,0
KABC/SurveyUSA,2016/09/27,2016/09/28,732,LV,,29,,2016,california,,100,0,0,0
PPIC,2016/09/09,2016/09/18,1055,LV,,25,,2016,california,,100,0,0,0
Field,2016/09/07,2016/09/13,1426,LV,,20,,2016,california,,100,0,0,0
KABC/SurveyUSA,2016/09/08,2016/09/11,678,LV,,27,,2016,california,,100,0,0,0
PPIC,2016/07/10,2016/07/19,1056,LV,,20,,2016,california,,100,0,0,0
Field,2016/06/08,2016/07/02,956,LV,,24,,2016,california,,100,0,0,0
PPP (D)*,2016/11/03,2016/11/04,704,LV,40,50,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Keating (D),2016/11/02,2016/11/03,605,LV,38,49,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Gravis,2016/11/01,2016/11/02,1125,RV,44,47,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
University of Denver,2016/10/29,2016/10/31,550,LV,40,48,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Emerson,2016/10/28,2016/10/31,750,LV,42,47,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
CBS News/YouGov,2016/10/26,2016/10/28,997,LV,41,46,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Gravis,2016/10/12,2016/10/13,1226,RV,38,48,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Quinnipiac,2016/10/10,2016/10/16,685,LV,38,56,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Magellan Strategies (R)*,2016/10/12,2016/10/13,500,LV,32,47,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Gravis,2016/10/03,2016/10/04,1246,RV,39,47,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Monmouth*,2016/09/29,2016/10/02,400,LV,35,53,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Gravis,2016/09/22,2016/09/23,799,RV,45,43,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
CNN/ORC,2016/09/20,2016/09/25,784,LV,43,53,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Quinnipiac,2016/09/13,2016/09/21,644,LV,43,52,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Rocky Mountain PBS,2016/09/14,2016/09/18,350,LV,32,45,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Emerson,2016/09/09,2016/09/13,600,LV,39,46,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Quinnipiac,2016/08/09,2016/08/16,830,LV,38,54,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
NBC/WSJ/Marist,2016/08/04,2016/08/10,899,RV,38,53,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
NBC/WSJ/Marist,2016/07/05,2016/07/11,794,RV,38,53,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
FOX News,2016/07/09,2016/07/12,600,RV,36,51,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Monmouth*,2016/07/09,2016/07/12,404,LV,35,48,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Harper (R),2016/07/07,2016/07/09,500,LV,40,46,,2016,colorado,,49.9707804127053,44.305789634283,5.7234299530117,0
Emerson,2016/09/03,2016/09/05,1000,LV,33,54,,2016,connecticut,,57.6821301579426,34.6193891281959,7.69848071386151,0
Quinnipiac,2016/06/01,2016/06/05,1330,RV,30,60,,2016,connecticut,,57.6821301579426,34.6193891281959,7.69848071386151,0
Quinnipiac,2016/11/03,2016/11/06,884,LV,50,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
CBS News/YouGov,2016/11/02,2016/11/04,1188,LV,47,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
FOX 13/Opinion Savvy,2016/11/01,2016/11/02,603,LV,50,46,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Gravis,2016/11/01,2016/11/02,1220,RV,47,46,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/10/27,2016/11/01,626,LV,50,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
CNN/ORC,2016/10/27,2016/11/01,773,LV,49,48,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Emerson,2016/10/26,2016/10/27,500,LV,49,47,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NY Times/Siena,2016/10/25,2016/10/27,814,LV,51,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NBC/WSJ/Marist,2016/10/25,2016/10/26,779,LV,51,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Gravis,2016/10/25,2016/10/26,1301,RV,46,46,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Dixie Strategies,2016/10/25,2016/10/26,698,LV,49,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Bloomberg,2016/10/21,2016/10/24,953,LV,51,41,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Florida Atlantic University,2016/10/21,2016/10/23,500,LV,46,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Univ. of North Florida,2016/10/20,2016/10/25,819,LV,49,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Bay News 9/SurveyUSA,2016/10/20,2016/10/24,1251,LV,45,41,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
CBS News/YouGov,2016/10/20,2016/10/21,1042,LV,44,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
FOX 13/Opinion Savvy,2016/10/20,2016/10/20,538,LV,46,46,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/10/10,2016/10/16,660,LV,49,47,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D)*,2016/10/12,2016/10/13,985,LV,48,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Gravis,2016/10/11,2016/10/13,1799,RV,44,36,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
